,Production_Company,Movie_Count,revenue,ganancia_promedio_por_franquicia
22193,McLaughlin Films,1.0,1759252.0,1759252.0
22194,Lime Orchard Productions,1.0,1759252.0,1759252.0
22195,Sahamongkolfilm International,1.0,0.0,0.0
22196,Valley 9000,1.0,17343596.0,17343596.0
22197,Three-Seven Entertainment,1.0,8020.0,8020.0
22198,Group Film Productions,1.0,0.0,0.0
22199,Initial Film and Television,1.0,0.0,0.0
22200,Kenneth Madsen Filmproduktion A/S,1.0,0.0,0.0
22201,Roven-Cavallo Entertainment,1.0,12974636.0,12974636.0
22202,HOT DOG PARTNERSHIP PRODUCTIONS,1.0,0.0,0.0
22203,Deluxe Australia,1.0,0.0,0.0
22204,Big Ears Productions,1.0,0.0,0.0
22205,Teagarden Pictures Inc.,1.0,0.0,0.0
22206,Bulletproof Films,1.0,0.0,0.0
22207,Oberón Cinematográfica,1.0,0.0,0.0
22208,Asphalt Productions,1.0,0.0,0.0
22209,Girafa Filmes,1.0,0.0,0.0
22210,Stairway,1.0,0.0,0.0
22211,900 Films,1.0,0.0,0.0
22212,Yannix Technology Corporation,1.0,114908830.0,114908830.0
22213,Circle Associates Ltd.,1.0,0.0,0.0
22214,WTC Productions,1.0,114908830.0,114908830.0
22215,K.R. Productions,1.0,0.0,0.0
22216,Ramalho Filmes,1.0,0.0,0.0
22217,Romanian Culture Ministry,1.0,95242.0,95242.0
22218,Ministères de la Culture de l'industrie et des P.T.T.,1.0,0.0,0.0
22219,NVSH Productions,1.0,1104682.0,1104682.0
22220,Jack Dietz Productions,1.0,5000000.0,5000000.0
22221,Merchant Pacific Corporation,1.0,0.0,0.0
22222,Cinecom Entertainment Group,1.0,0.0,0.0
22223,Kinetikon Pictures,1.0,0.0,0.0
22224,Spanish Fork Motion Picture,1.0,0.0,0.0
22225,Initiate Productions,1.0,0.0,0.0
22226,experiences films,1.0,0.0,0.0
22227,Television New Zealand,1.0,0.0,0.0
22228,Leomax Productions,1.0,0.0,0.0
22229,PCH Film,1.0,0.0,0.0
22230,Weekend Films/Main Street Productions,1.0,0.0,0.0
22231,Genie Productions Inc.,1.0,0.0,0.0
22232,Mirisch G-E Productions,1.0,10878107.0,10878107.0
22233,Associated Capital,1.0,3661757.0,3661757.0
22234,The Harvey Boys,1.0,1104682.0,1104682.0
22235,Rojak Films,1.0,0.0,0.0
22236,All the Way Round,1.0,0.0,0.0
22237,Beacon Classics,1.0,0.0,0.0
22238,Saehan Industries,1.0,0.0,0.0
22239,Runaway Fridge TV,1.0,0.0,0.0
22240,Yorkshire Television (YTV),1.0,0.0,0.0
22241,William F. Storke & Robert E. Fuisz,1.0,0.0,0.0
22242,FallsApart Productions,1.0,0.0,0.0
22243,Sterling Camera and Film Company,1.0,0.0,0.0
22244,M.B. Dudley Amusement Co.,1.0,0.0,0.0
22245,B.A. Filmproduktion,1.0,0.0,0.0
22246,P.T.T.,1.0,0.0,0.0
22247,Family Affair Films,1.0,0.0,0.0
22248,Roxanne Company,1.0,0.0,0.0
22249,Grove Hill Productions,1.0,3099314.0,3099314.0
22250,L.B.Films International,1.0,0.0,0.0
22251,Fondo Ibermedia,1.0,0.0,0.0
22252,A.D.I. Inc.,1.0,0.0,0.0
22253,TT Filmmûhely,1.0,0.0,0.0
22254,Hotel Productions,1.0,0.0,0.0
22255,Laughlin Park Pictures,1.0,1628154.0,1628154.0
22256,Grosvenor Park Films LLP,1.0,0.0,0.0
22257,1000 Volt,1.0,138730.0,138730.0
22258,Jonescompany Productions,1.0,0.0,0.0
22259,Celador Productions,1.0,0.0,0.0
22260,BaggyJoe Productions,1.0,0.0,0.0
22261,Grovesnor Park Film,1.0,0.0,0.0
22262,BR,1.0,0.0,0.0
22263,Oakshire Productions,1.0,0.0,0.0
22264,Titan International,1.0,0.0,0.0
22265,Dominant 7,1.0,0.0,0.0
22266,Headforce Ltd.,1.0,22441323.0,22441323.0
22267,Norbud Films,1.0,0.0,0.0
22268,MS-Films,1.0,0.0,0.0
22269,A Space Between,1.0,0.0,0.0
22270,Marakesh Films,1.0,0.0,0.0
22271,Bago Pictures,1.0,0.0,0.0
22272,NorBud Productions,1.0,0.0,0.0
22273,Hark Film,1.0,0.0,0.0
22274,Mrs. White's Productions,1.0,0.0,0.0
22275,verosimilitude,1.0,0.0,0.0
22276,revolcadero,1.0,0.0,0.0
22277,REI Capital,1.0,3099314.0,3099314.0
22278,Coatwolf Productions,1.0,101236.0,101236.0
22279,Quo Vadis Cinéma,1.0,146402.0,146402.0
22280,Two Roads Productions,1.0,0.0,0.0
22281,Flashback Productions,1.0,0.0,0.0
22282,ITV Productions,1.0,0.0,0.0
22283,Kanin Productions,1.0,0.0,0.0
22284,Palisades Partners,1.0,0.0,0.0
22285,Brookwood Entertainment,1.0,0.0,0.0
22286,Illusion Entertainment,1.0,116643346.0,116643346.0
22287,Cool Beans,1.0,0.0,0.0
22288,Riba Film International,1.0,0.0,0.0
22289,Casual Friday Productions,1.0,110230332.0,110230332.0
22290,Loumolo & Co.,1.0,231449203.0,231449203.0
22291,Arable Entertainment,1.0,0.0,0.0
22292,Filmova Společnost Praha,1.0,0.0,0.0
22293,Cinergi,1.0,0.0,0.0
22294,Cinesur,1.0,0.0,0.0
22295,Claude Productions,1.0,0.0,0.0
22296,Karla Films,1.0,0.0,0.0
22297,Asghar Farhadi Productions,1.0,0.0,0.0
22298,Dreamlab Films,1.0,0.0,0.0
22299,MPA APSA Academy Film Fund,1.0,0.0,0.0
22300,Kamisha Corporation,1.0,882290.0,882290.0
22301,Handistom Investment,1.0,882290.0,882290.0
22302,Dangerous Method Film AG,1.0,27462041.0,27462041.0
22303,Triangle Production,1.0,0.0,0.0
22304,Les Productions Meric-Matalon,1.0,0.0,0.0
22305,Dial Films,1.0,0.0,0.0
22306,Filmtribe,1.0,23057115.0,23057115.0
22307,Small Form Films,1.0,0.0,0.0
22308,Falco,1.0,90425.0,90425.0
22309,Stars Pictures,1.0,0.0,0.0
22310,Cubica,1.0,0.0,0.0
22311,NASA Entertainment,1.0,20728.0,20728.0
22312,S.E.C.A.,1.0,0.0,0.0
22313,Cinevid Productions,1.0,0.0,0.0
22314,Bekmambetov Projects Ltd.,1.0,25562924.0,25562924.0
22315,Catherine Bailey Ltd.,1.0,0.0,0.0
22316,Antietam Filmworks,1.0,12923936.0,12923936.0
22317,Animation DO,1.0,0.0,0.0
22318,Partnership Pictures,1.0,50365377.0,50365377.0
22319,MBB Medienboard Berlin-Brandenburg,1.0,5576725.0,5576725.0
22320,Hessen-Invest Film,1.0,5576725.0,5576725.0
22321,Canadian Heritage,1.0,5576725.0,5576725.0
22322,Filmissimo,1.0,5576725.0,5576725.0
22323,New Picture Company,1.0,95311434.0,95311434.0
22324,IM Filmproduktion,1.0,9237470.0,9237470.0
22325,Chaplin Film Productions Ltd.,1.0,2000000.0,2000000.0
22326,GBM Productions,1.0,0.0,0.0
22327,Fildebroc,1.0,0.0,0.0
22328,Semtex Films,1.0,868439.0,868439.0
22329,Kinosto Oy,1.0,0.0,0.0
22330,Colliding Pictures,1.0,0.0,0.0
22331,Y & M Productions,1.0,7175592.0,7175592.0
22332,Shinkô Kinema,1.0,0.0,0.0
22333,Darclight,1.0,0.0,0.0
22334,My Cactus,1.0,0.0,0.0
22335,Tango Films,1.0,0.0,0.0
22336,MVP Pictures,1.0,0.0,0.0
22337,All Knight Productions,1.0,88323487.0,88323487.0
22338,Adam Schroeder Productions,1.0,145000000.0,145000000.0
22339,Emcee Films,1.0,0.0,0.0
22340,Lido Films,1.0,0.0,0.0
22341,Visage Productions,1.0,0.0,0.0
22342,Artists Independent Network,1.0,0.0,0.0
22343,Brink Films,1.0,0.0,0.0
22344,Cronomedia,1.0,0.0,0.0
22345,Woodhaven Production Company,1.0,0.0,0.0
22346,Putrefactory Limited,1.0,0.0,0.0
22347,Wanko Toys,1.0,0.0,0.0
22348,Bokomotiv Freddy Olsson Filmproduktion,1.0,342519.0,342519.0
22349,Terasource Venture Capital Co. Ltd,1.0,0.0,0.0
22350,Ink Connection,1.0,22000.0,22000.0
22351,BR Group,1.0,22000.0,22000.0
22352,UW4 Productions,1.0,160112671.0,160112671.0
22353,Di Bonaventura Picture,1.0,46221189.0,46221189.0
22354,F.F. Associates,1.0,0.0,0.0
22355,Harlequin Productions Ltd,1.0,0.0,0.0
22356,LOTUS Film GmbH für ORF,1.0,0.0,0.0
22357,SBS,1.0,0.0,0.0
22358,Barry Films,1.0,0.0,0.0
22359,Tom Graeff Productions,1.0,0.0,0.0
22360,Whistleblower (Gen One),1.0,0.0,0.0
22361,Sweet Child Films,1.0,0.0,0.0
22362,Tinsel Townsend,1.0,0.0,0.0
22363,Company Television Productions,1.0,0.0,0.0
22364,Connaught Productions,1.0,0.0,0.0
22365,Bayonne Entertainment,1.0,0.0,0.0
22366,Laïla Films,1.0,0.0,0.0
22367,HOT,1.0,0.0,0.0
22368,MAFILM 1. Játékfilmstúdió,1.0,0.0,0.0
22369,YMC Productions,1.0,0.0,0.0
22370,Jackie Chan Films Limited,1.0,88323487.0,88323487.0
22371,Caboose Productions,1.0,0.0,0.0
22372,Thunder Associates,1.0,0.0,0.0
22373,Freeward Films,1.0,0.0,0.0
22374,Beijing Liangzi Group,1.0,0.0,0.0
22375,Stephen Weeks Company,1.0,0.0,0.0
22376,Shineshow,1.0,0.0,0.0
22377,Always Split Aces Productions,1.0,0.0,0.0
22378,Palm Beach Pictures,1.0,0.0,0.0
22379,Isabella Films,1.0,530048.0,530048.0
22380,Film International,1.0,0.0,0.0
22381,Musidora Films,1.0,0.0,0.0
22382,Pari Films,1.0,0.0,0.0
22383,At Productions,1.0,0.0,0.0
22384,GTV,1.0,0.0,0.0
22385,Daniel Sladek Entertainment,1.0,0.0,0.0
22386,Fresh & Smoked,1.0,0.0,0.0
22387,Bacon & Eggs,1.0,0.0,0.0
22388,Lion Share,1.0,20225989.0,20225989.0
22389,Double Dutch Films,1.0,0.0,0.0
22390,Laura Film,1.0,0.0,0.0
22391,Magnet Films,1.0,0.0,0.0
22392,Planet Film,1.0,0.0,0.0
22393,American Documentaries Inc.,1.0,0.0,0.0
22394,Kenneth Lauren Burns,1.0,0.0,0.0
22395,Les Films du Splendid,1.0,0.0,0.0
22396,Time-Life Video,1.0,0.0,0.0
22397,Joseph Hamilton International Productions,1.0,0.0,0.0
22398,Cinesthesia Productions,1.0,0.0,0.0
22399,Les Films Alyne,1.0,0.0,0.0
22400,Moviecorp VI,1.0,5588800.0,5588800.0
22401,Juli Entertainment Media,1.0,0.0,0.0
22402,Sigma Cinematografica Roma,1.0,0.0,0.0
22403,Cinema Venture,1.0,0.0,0.0
22404,KGB Films,1.0,0.0,0.0
22405,Life Investors International,1.0,0.0,0.0
22406,Pierce-Williams Entertainment,1.0,0.0,0.0
22407,BBC Productions,1.0,0.0,0.0
22408,Rose Films,1.0,0.0,0.0
22409,Les Films du Diamant,1.0,0.0,0.0
22410,Filmways Television,1.0,0.0,0.0
22411,Granada International,1.0,0.0,0.0
22412,Cactus Films,1.0,0.0,0.0
22413,Trivisión S.L.,1.0,0.0,0.0
22414,Alfresco Enterprises,1.0,0.0,0.0
22415,Venom Productions Limited,1.0,0.0,0.0
22416,Morison Film Group,1.0,0.0,0.0
22417,Shoes Full of Feet,1.0,0.0,0.0
22418,Byzantine Productions,1.0,0.0,0.0
22419,Pocket Change Films,1.0,0.0,0.0
22420,Hyogensha-Mako International,1.0,0.0,0.0
22421,AdScott Pictures,1.0,1243961.0,1243961.0
22422,Guiding Star Productions,1.0,0.0,0.0
22423,Danish Filminstitute,1.0,908000.0,908000.0
22424,Wesley Clover Media,1.0,0.0,0.0
22425,Costa Films Barter,1.0,0.0,0.0
22426,Lakeline Productions Ltd.,1.0,9056073.0,9056073.0
22427,Producciones Águila,1.0,0.0,0.0
22428,Beautiful Kate Productions,1.0,0.0,0.0
22429,Doll Australia,1.0,0.0,0.0
22430,New Town Films Pty. Ltd.,1.0,0.0,0.0
22431,Blinker Filmproduktion GmbH,1.0,0.0,0.0
22432,Michael Laughlin Enterprises,1.0,0.0,0.0
22433,Bord Cadre Films,1.0,0.0,0.0
22434,Family Films,1.0,0.0,0.0
22435,Objektív Filmstúdió Vállalat,1.0,0.0,0.0
22436,Milimetros,1.0,0.0,0.0
22437,AsDuesDon,1.0,156021.0,156021.0
22438,Ex-Bo Productions,1.0,156021.0,156021.0
22439,Stolen Car Productions,1.0,156021.0,156021.0
22440,FCC,1.0,0.0,0.0
22441,TheThird Mind Pictures,1.0,972512.0,972512.0
22442,Amalgam Features,1.0,972512.0,972512.0
22443,Dr D Studios,1.0,150406466.0,150406466.0
22444,Kennedy Miller Mitchell,1.0,150406466.0,150406466.0
22445,Finecine,1.0,0.0,0.0
22446,Factor-Altman-Mirell Films,1.0,0.0,0.0
22447,Schulberg Productions,1.0,0.0,0.0
22448,Tubedale Films,1.0,0.0,0.0
22449,Lolafilms S.A.,1.0,0.0,0.0
22450,Lone Runner Entertainment,1.0,3878993.0,3878993.0
22451,XF2 Canada Productions,1.0,407711549.0,407711549.0
22452,"Perfect Game, The",1.0,3878993.0,3878993.0
22453,XM2 Productions,1.0,407711549.0,407711549.0
22454,Magic Violet,1.0,0.0,0.0
22455,Shifting Gears Entertainment,1.0,3142154.0,3142154.0
22456,Teen Life Productions,1.0,55534455.0,55534455.0
22457,Blitz / Welch,1.0,0.0,0.0
22458,Headshot Films,1.0,9489829.0,9489829.0
22459,Snowman Enterprise,1.0,0.0,0.0
22460,GreenStreet Productions,1.0,0.0,0.0
22461,China Film Media Asia Audio Video Distribution Co.,1.0,0.0,0.0
22462,"Feuer and Martin Production, A",1.0,14202899.0,14202899.0
22463,New Danish Screen,1.0,0.0,0.0
22464,Polygram Pictures,1.0,14202899.0,14202899.0
22465,Glendale Picture Company,1.0,484592.0,484592.0
22466,Fantale Films,1.0,0.0,0.0
22467,Winstar Film + Video,1.0,0.0,0.0
22468,Ascension Productions,1.0,3542353.0,3542353.0
22469,TSBD Canada Productions,1.0,712171856.0,712171856.0
22470,Loop Filmworks,1.0,0.0,0.0
22471,TSBD Louisiana,1.0,712171856.0,712171856.0
22472,TSBD Productions,1.0,712171856.0,712171856.0
22473,Cinema Center 100 Productions,1.0,0.0,0.0
22474,Hanfgarn & Ufer Film und TV Produktion,1.0,0.0,0.0
22475,Norstar Entertainment Inc.,1.0,0.0,0.0
22476,Lip Sync Post,1.0,35057696.0,35057696.0
22477,Mediastream Dritte Film,1.0,20298207.0,20298207.0
22478,Vonnie Von Helmolt Film,1.0,0.0,0.0
22479,Amalgamated Film Enterprises,1.0,0.0,0.0
22480,Three Waters Productions,1.0,0.0,0.0
22481,Reconstruction Pictures,1.0,0.0,0.0
22482,TWC Asian Film Fund,1.0,0.0,0.0
22483,Filmi Domireew,1.0,0.0,0.0
22484,CS2 Films,1.0,0.0,0.0
22485,Dracula Productions Inc.,1.0,0.0,0.0
22486,Heineken Branded Entertainment,1.0,738599701.0,738599701.0
22487,Taylor Media,1.0,0.0,0.0
22488,La Pacte,1.0,0.0,0.0
22489,Sol C. Siegel Productions,1.0,0.0,0.0
22490,Film and Television Corporation,1.0,0.0,0.0
22491,Coficup 2,1.0,0.0,0.0
22492,Visual Capture,1.0,0.0,0.0
22493,Paravision International S.A.,1.0,0.0,0.0
22494,Pierpoline Films,1.0,0.0,0.0
22495,3Mark Entertainment,1.0,4720371.0,4720371.0
22496,Sloane Square Films,1.0,0.0,0.0
22497,Munich Film Partners New Century & Company (MFP) Core Productions,1.0,74208267.0,74208267.0
22498,Santa Buddies Productions,1.0,0.0,0.0
22499,Core Productions,1.0,74208267.0,74208267.0
22500,Horsepower Films,1.0,74208267.0,74208267.0
22501,Les Films Esplanade,1.0,0.0,0.0
22502,Les Films du Territoire,1.0,0.0,0.0
22503,Level-5,1.0,0.0,0.0
22504,Thalia AG,1.0,0.0,0.0
22505,Bodega Films,1.0,0.0,0.0
22506,Brandywine Productions Ltd.,1.0,0.0,0.0
22507,Cadrage,1.0,2080046.0,2080046.0
22508,Doordarshan,1.0,2080046.0,2080046.0
22509,Farraday Films,1.0,63100000.0,63100000.0
22510,Joseph M. Schenck Enterprises,1.0,10000000.0,10000000.0
22511,Central Film Office of the Iranian Ministry of Culture,1.0,0.0,0.0
22512,Rappaport Productions,1.0,0.0,0.0
22513,Raincreek Productions,1.0,0.0,0.0
22514,Farrell Paura Productions,1.0,0.0,0.0
22515,Gospel Truth Pictures,1.0,0.0,0.0
22516,Alce Producciones LTDA.,1.0,0.0,0.0
22517,Cooga Mooga,1.0,10000000.0,10000000.0
22518,Sydney Lumet Productions,1.0,0.0,0.0
22519,Estudio Mariscal,1.0,0.0,0.0
22520,"Studio Filmowe ""Perspektywa",1.0,0.0,0.0
22521,Telmar Film International,1.0,0.0,0.0
22522,Institut Català de les Indústries Culturals,1.0,0.0,0.0
22523,Sweet180,1.0,400654.0,400654.0
22524,HSI Tomorrow Film,1.0,0.0,0.0
22525,Winter Gold Productions,1.0,0.0,0.0
22526,Earthship Productions,1.0,17040871.0,17040871.0
22527,Anglo Enterprises,1.0,0.0,0.0
22528,Coral Productions,1.0,4352094.0,4352094.0
22529,YouTube,1.0,225861.0,225861.0
22530,LG,1.0,225861.0,225861.0
22531,Dream Cinema,1.0,0.0,0.0
22532,Admire Productions Ltd.,1.0,4352094.0,4352094.0
22533,Hermetof Pictures,1.0,1072602.0,1072602.0
22534,Kalkronkie,1.0,1072602.0,1072602.0
22535,Artemis Films,1.0,1072602.0,1072602.0
22536,Lonely Dragon,1.0,1072602.0,1072602.0
22537,Big Ticket Productions,1.0,0.0,0.0
22538,Robbins Entertainment,1.0,0.0,0.0
22539,Fondation Groupama Gan pour le Cinéma,1.0,0.0,0.0
22540,Catalan Film and Television,1.0,12884923.0,12884923.0
22541,Max Baer Productions,1.0,0.0,0.0
22542,Return to Mississippi Productions,1.0,0.0,0.0
22543,Third Films,1.0,0.0,0.0
22544,Casa de Filme Unu,1.0,0.0,0.0
22545,Casa de Filme Cinci,1.0,0.0,0.0
22546,Studio Images 7,1.0,0.0,0.0
22547,Frantic Films Live Action Productions,1.0,0.0,0.0
22548,"""DIA"" Productions GmbH & Co. KG",1.0,44350926.0,44350926.0
22549,Joseph Nittolo Entertainment,1.0,44350926.0,44350926.0
22550,Ground Control,1.0,232617430.0,232617430.0
22551,Chrysalis Films,1.0,5634828.0,5634828.0
22552,Portrait & Cie,1.0,0.0,0.0
22553,Fatal Glimpse Inc.,1.0,0.0,0.0
22554,Somerset Film Productions,1.0,0.0,0.0
22555,Cine-Funds Limited,1.0,0.0,0.0
22556,Disney Double Dare You (DDY),1.0,407602906.0,407602906.0
22557,The Lego Group,1.0,0.0,0.0
22558,Warner Premiere Digital,1.0,0.0,0.0
22559,Traveller's Tales,1.0,0.0,0.0
22560,Multivision,1.0,0.0,0.0
22561,Slovenian Film Fund,1.0,0.0,0.0
22562,The Centre du Cinema et de l'Audiovisuel de la Communauté Française de Belgique,1.0,0.0,0.0
22563,Foundation Montecinema Verità,1.0,0.0,0.0
22564,UniCredit Group,1.0,19255873.0,19255873.0
22565,Chalmar Inc.,1.0,0.0,0.0
22566,Liquid Films,1.0,0.0,0.0
22567,Adam & Eve Productions,1.0,0.0,0.0
22568,2DUX²,1.0,531865000.0,531865000.0
22569,Counihan Villiers Productions,1.0,0.0,0.0
22570,Civic Bakery,1.0,0.0,0.0
22571,Big Noise Films,1.0,0.0,0.0
22572,Harbinger Media Partners,1.0,0.0,0.0
22573,Oakland Productions,1.0,0.0,0.0
22574,Jigsaw,1.0,602042.0,602042.0
22575,Headquarters,1.0,0.0,0.0
22576,Fouad Nahas,1.0,0.0,0.0
22577,Dorchester,1.0,0.0,0.0
22578,CC Medien Filmproduktion,1.0,0.0,0.0
22579,Gerhard Lidl Film,1.0,0.0,0.0
22580,Jack's Camp,1.0,0.0,0.0
22581,Silver Lining Film Group,1.0,0.0,0.0
22582,Magic Hour Entertainment,1.0,0.0,0.0
22583,1818,1.0,12232628.0,12232628.0
22584,Canal + Belgique,1.0,0.0,0.0
22585,Imaging,1.0,0.0,0.0
22586,Parade Pictures,1.0,0.0,0.0
22587,Gemini Industries,1.0,0.0,0.0
22588,Wonder Entertainment,1.0,0.0,0.0
22589,Good Folk Films,1.0,0.0,0.0
22590,H & J,1.0,0.0,0.0
22591,SET Film Workshop,1.0,0.0,0.0
22592,Green Light Media,1.0,1000000.0,1000000.0
22593,Friendly Cat Productions Ltd.,1.0,0.0,0.0
22594,Native Pictures Productions,1.0,31155435.0,31155435.0
22595,Lorette Distribution,1.0,0.0,0.0
22596,Haut et Court Distribution,1.0,0.0,0.0
22597,Golem Distribución,1.0,0.0,0.0
22598,Zone Productions,1.0,16500000.0,16500000.0
22599,Delphi Productions,1.0,16500000.0,16500000.0
22600,Colgems Productions Ltd.,1.0,5778353.0,5778353.0
22601,PFM Pictures,1.0,0.0,0.0
22602,Quintra,1.0,0.0,0.0
22603,Mulmur Feed Co. Production,1.0,0.0,0.0
22604,Les Productions de l'Amour Fou,1.0,717205.0,717205.0
22605,Cruise-Wagner Productions,1.0,203388341.0,203388341.0
22606,Neal H. Moritz Productions,1.0,66468332.0,66468332.0
22607,Westwind,1.0,0.0,0.0
22608,The European Co-Production Fund Limited,1.0,0.0,0.0
22609,Lieurac Productions,1.0,0.0,0.0
22610,Zéno Films,1.0,0.0,0.0
22611,Eden Productions,1.0,0.0,0.0
22612,Arte Mecánica,1.0,0.0,0.0
22613,Casa B Productions,1.0,0.0,0.0
22614,Asia Digital Entertainment,1.0,0.0,0.0
22615,430 Productions,1.0,0.0,0.0
22616,Maxim Productions,1.0,0.0,0.0
22617,Wescom Barber International,1.0,7496681.0,7496681.0
22618,Fusion Films,1.0,0.0,0.0
22619,Asahi Shimbun Newspaper,1.0,0.0,0.0
22620,Cinema Prime Film,1.0,0.0,0.0
22621,La Pistola,1.0,0.0,0.0
22622,Python Films,1.0,0.0,0.0
22623,Les Films Georges de Beauregard,1.0,0.0,0.0
22624,Toei Television Production,1.0,0.0,0.0
22625,September Gurls Productions,1.0,0.0,0.0
22626,Ardent Studios,1.0,0.0,0.0
22627,Trans America Films,1.0,0.0,0.0
22628,Stick Films,1.0,0.0,0.0
22629,VH1 Rock Docs,1.0,0.0,0.0
22630,New Company,1.0,0.0,0.0
22631,Kremlin Films,1.0,0.0,0.0
22632,Southward Films,1.0,0.0,0.0
22633,Plitt Theaters,1.0,0.0,0.0
22634,GreeneStreet/SKE Films,1.0,0.0,0.0
22635,OG Project,1.0,17385830.0,17385830.0
22636,Admiral Pictures (II),1.0,0.0,0.0
22637,"Firm, The",1.0,0.0,0.0
22638,Numb Gums Production Inc.,1.0,2025238.0,2025238.0
22639,Jaffe / Braunstein Entertainment,1.0,0.0,0.0
22640,Fedora Films,1.0,0.0,0.0
22641,Suretone Pictures,1.0,0.0,0.0
22642,Laguna Ridge Pictures,1.0,0.0,0.0
22643,Promised Land Productions,1.0,39881.0,39881.0
22644,Fluff and Fold LLC,1.0,0.0,0.0
22645,Robert Patrick Productions,1.0,0.0,0.0
22646,Les Films Impéria,1.0,0.0,0.0
22647,Permacology Productions,1.0,0.0,0.0
22648,New Treatment,1.0,0.0,0.0
22649,Nightshade Productions,1.0,0.0,0.0
22650,Burroughs Productions Inc.,1.0,0.0,0.0
22651,Maglan,1.0,0.0,0.0
22652,Cinematográfica ABSA,1.0,0.0,0.0
22653,Sino,1.0,0.0,0.0
22654,Artanis Productions Inc.,1.0,0.0,0.0
22655,Chongoing Film Group,1.0,311.0,311.0
22656,Bon Voyage Film Studio,1.0,311.0,311.0
22657,Shanghai Media Group,1.0,311.0,311.0
22658,Zhejiang Films & TV(Group) Company Ltd.,1.0,311.0,311.0
22659,Hunan Broadcasting System,1.0,311.0,311.0
22660,Anhui Broadcasting Corp.,1.0,311.0,311.0
22661,Beijing TV Station,1.0,311.0,311.0
22662,Vesuvius Film Partners,1.0,0.0,0.0
22663,Beactive Entertainment,1.0,0.0,0.0
22664,Silver Bullet Productions (II),1.0,89289910.0,89289910.0
22665,Interstar,1.0,0.0,0.0
22666,Classic Media,1.0,89289910.0,89289910.0
22667,Hobart Bosworth Productions,1.0,0.0,0.0
22668,Earthling Associates,1.0,0.0,0.0
22669,Mike's Movies,1.0,0.0,0.0
22670,Dorothy Film,1.0,0.0,0.0
22671,Cinema 77 Films,1.0,31899000.0,31899000.0
22672,Turbine Films Inc.,1.0,0.0,0.0
22673,Les Productions Georges de Beauregard,1.0,0.0,0.0
22674,F G Film Productions,1.0,0.0,0.0
22675,Premiere Bobine,1.0,0.0,0.0
22676,Panaramic,1.0,0.0,0.0
22677,Moskus Film,1.0,0.0,0.0
22678,Cinema Five,1.0,0.0,0.0
22679,Winston,1.0,0.0,0.0
22680,Metropolis Project,1.0,95789342.0,95789342.0
22681,Seven Star Pictures,1.0,0.0,0.0
22682,Horst Hermann Medienproduktion,1.0,0.0,0.0
22683,Pyramid Productions,1.0,0.0,0.0
22684,Comedian International,1.0,0.0,0.0
22685,Dingsheng Cultural Industry Investment,1.0,0.0,0.0
22686,JSBC Eudemonia Blue Ocean TV & Movie Group,1.0,0.0,0.0
22687,Yunnan Film Group,1.0,0.0,0.0
22688,Morocco Junction Pictures,1.0,0.0,0.0
22689,1812 Productions,1.0,0.0,0.0
22690,Extravaganza Entertainment,1.0,0.0,0.0
22691,Count of Monte Cristo Ltd.,1.0,75395048.0,75395048.0
22692,Ingo Preminger Productions,1.0,81600000.0,81600000.0
22693,Dovidis,1.0,0.0,0.0
22694,Worldwide Bonus Entertainment,1.0,0.0,0.0
22695,The Sam Company,1.0,0.0,0.0
22696,The Government of Canada Income Tax Credit Program,1.0,0.0,0.0
22697,Leo Lax Production,1.0,0.0,0.0
22698,Ydex Eurociné,1.0,0.0,0.0
22699,Cinema Factory Production Ltd.,1.0,0.0,0.0
22700,Yes Productions,1.0,0.0,0.0
22701,PK Pictures,1.0,0.0,0.0
22702,Mojo Films,1.0,0.0,0.0
22703,Soraya Intercine Film PT,1.0,0.0,0.0
22704,108 Sound Studio,1.0,0.0,0.0
22705,Luna Ray Films,1.0,0.0,0.0
22706,Lyrical Knockout Entertainment,1.0,0.0,0.0
22707,Telepiù,1.0,0.0,0.0
22708,Mirabelle Pictures Productions,1.0,104810.0,104810.0
22709,Blue Lake Media Fund,1.0,0.0,0.0
22710,Expatriate Films,1.0,0.0,0.0
22711,Llenroc Productions,1.0,0.0,0.0
22712,Compagnia Cinematografica Montoro (CCM),1.0,0.0,0.0
22713,Finish Films,1.0,0.0,0.0
22714,Cinecitta Italiana Stabilimenti Cinematografici,1.0,0.0,0.0
22715,El Bus Producciones,1.0,0.0,0.0
22716,Films André Paulvé,1.0,0.0,0.0
22717,Bezar Film,1.0,0.0,0.0
22718,winchester films,1.0,0.0,0.0
22719,Eldorado Films,1.0,0.0,0.0
22720,Idea,1.0,0.0,0.0
22721,Veto Chip Productions,1.0,0.0,0.0
22722,Nvizible,1.0,0.0,0.0
22723,Smash Media,1.0,0.0,0.0
22724,Nowhere Films Louisiana Productions,1.0,0.0,0.0
22725,Hacienda Productions,1.0,78382433.0,78382433.0
22726,Anxiety Island Entertainment,1.0,0.0,0.0
22727,Project Mayhem,1.0,0.0,0.0
22728,EquiMedia Group,1.0,0.0,0.0
22729,Labor 13 Films,1.0,0.0,0.0
22730,Uranus Productions,1.0,0.0,0.0
22731,Belga Films,1.0,0.0,0.0
22732,Candy Heart Productions,1.0,0.0,0.0
22733,New World Video,1.0,0.0,0.0
22734,Chaconna Films,1.0,0.0,0.0
22735,Renegade Women Co,1.0,0.0,0.0
22736,NOVA/WGBH Boston,1.0,0.0,0.0
22737,Rota Productions,1.0,0.0,0.0
