,Production_Company,Movie_Count,revenue,ganancia_promedio_por_franquicia
22738,Natexis Banques Populaires Images,1.0,70752904.0,70752904.0
22739,Neon Park,1.0,0.0,0.0
22740,Studio Image Soficas,1.0,70752904.0,70752904.0
22741,Mont Blanc Pictures,1.0,0.0,0.0
22742,KOO-KI,1.0,0.0,0.0
22743,Pine District Pictures,1.0,4069826.0,4069826.0
22744,Lakeside Productions,1.0,0.0,0.0
22745,Aniene Film,1.0,0.0,0.0
22746,Wurstfilm,1.0,0.0,0.0
22747,PPV Networks,1.0,0.0,0.0
22748,Dark Alley Media,1.0,0.0,0.0
22749,Emerging Entertainment,1.0,0.0,0.0
22750,Fritz Productions,1.0,0.0,0.0
22751,Aurica Finance Company,1.0,0.0,0.0
22752,Sobras Producciones,1.0,58510.0,58510.0
22753,John Heyman/Peter Watkins Production,1.0,0.0,0.0
22754,SOIXAN7E QUIN5E,1.0,117698894.0,117698894.0
22755,See Me Louisiana,1.0,117698894.0,117698894.0
22756,Helios-Filmproduktion,1.0,1585582.0,1585582.0
22757,Corrado Schoner Productions,1.0,0.0,0.0
22758,Lynn Peak Productions,1.0,0.0,0.0
22759,Black Ink Films,1.0,0.0,0.0
22760,Scanner-Rhodes Productions,1.0,0.0,0.0
22761,Kirlian Pictures,1.0,0.0,0.0
22762,Northstar Ventures,1.0,0.0,0.0
22763,Northern Film and Media,1.0,0.0,0.0
22764,Sofica Manon,1.0,10759.0,10759.0
22765,Easy Company,1.0,10759.0,10759.0
22766,A Plus Image 2,1.0,10759.0,10759.0
22767,Cinemation Industries,1.0,0.0,0.0
22768,Clifton Productions,1.0,0.0,0.0
22769,Teardrop Productions,1.0,0.0,0.0
22770,Arch Oboler Productions,1.0,0.0,0.0
22771,Usual Suspects Productions,1.0,0.0,0.0
22772,Tokyu Agency,1.0,0.0,0.0
22773,Bandai Channel,1.0,0.0,0.0
22774,TOV Project,1.0,0.0,0.0
22775,ANS Production,1.0,0.0,0.0
22776,Lancelot Films,1.0,0.0,0.0
22777,DTVR Dogan TV Radyo,1.0,0.0,0.0
22778,Springbok Productions,1.0,0.0,0.0
22779,Légende Productions,1.0,0.0,0.0
22780,Elstree Distributors,1.0,0.0,0.0
22781,Algonquin Productions Limited,1.0,76382.0,76382.0
22782,Haile Gerima,1.0,0.0,0.0
22783,Erma-Film,1.0,0.0,0.0
22784,Conquistador Entertainment,1.0,76382.0,76382.0
22785,Stu Segall Productions,1.0,0.0,0.0
22786,Cine Grande Corporation,1.0,76382.0,76382.0
22787,Ovie Productions,1.0,0.0,0.0
22788,Good / Credit Productions,1.0,0.0,0.0
22789,Vision,1.0,0.0,0.0
22790,Proletariat Productions Corporation,1.0,0.0,0.0
22791,Centuria Films S.L.,1.0,0.0,0.0
22792,Ladbroke,1.0,30400000.0,30400000.0
22793,F & F VI Productions A.I.E,1.0,788679850.0,788679850.0
22794,Yerevan Film Studio,1.0,0.0,0.0
22795,Wang Bing Film Workshop,1.0,0.0,0.0
22796,Pod Films,1.0,741394.0,741394.0
22797,Lathe Productions,1.0,0.0,0.0
22798,Will Zens Productions,1.0,0.0,0.0
22799,Angels & Airwaves,1.0,0.0,0.0
22800,O.D.D. Entertainment,1.0,44852.0,44852.0
22801,Vanguard Entertainment,1.0,0.0,0.0
22802,Simon Fields Productions,1.0,77516304.0,77516304.0
22803,Film Export Group,1.0,0.0,0.0
22804,Diabolo Films,1.0,0.0,0.0
22805,Pinema,1.0,99067206.0,99067206.0
22806,RAIN DOMINION,1.0,0.0,0.0
22807,B.O.B. and Partners,1.0,0.0,0.0
22808,Big City Pictures,1.0,0.0,0.0
22809,Truth Soul Armor,1.0,1.0,1.0
22810,Dunulf Productions,1.0,10501938.0,10501938.0
22811,Emmitt Productions Limited,1.0,10501938.0,10501938.0
22812,ADF Acquisitions,1.0,10501938.0,10501938.0
22813,Tricor Entertainment,1.0,1.0,1.0
22814,Providence Entertainment,1.0,1.0,1.0
22815,Flying Freehold Productions,1.0,0.0,0.0
22816,Smithfield Street Productions,1.0,0.0,0.0
22817,Autumn Entertainment,1.0,0.0,0.0
22818,Elisabeth Müller Filmproduktion,1.0,0.0,0.0
22819,Flying Eye Productions,1.0,0.0,0.0
22820,Dynamite Entertainment,1.0,0.0,0.0
22821,Quartet,1.0,0.0,0.0
22822,Negocios Cinematográficos S.A.,1.0,0.0,0.0
22823,Office Two-One Inc.,1.0,0.0,0.0
22824,Island Bound Productions,1.0,0.0,0.0
22825,Harvest Pictures,1.0,0.0,0.0
22826,Dream Team Concept,1.0,0.0,0.0
22827,8:38 Productions,1.0,122126687.0,122126687.0
22828,Fickle Fish Films,1.0,2159041.0,2159041.0
22829,WarnerVision Films,1.0,0.0,0.0
22830,Mr. E Productions Inc.,1.0,0.0,0.0
22831,Sierra Pictures (II),1.0,0.0,0.0
22832,The  First Musical Company,1.0,0.0,0.0
22833,Filminoir,1.0,0.0,0.0
22834,Mondofin B.V.,1.0,83.0,83.0
22835,End Productions,1.0,83.0,83.0
22836,Trillion Entertainment,1.0,0.0,0.0
22837,Fotocomics Productions,1.0,0.0,0.0
22838,CiP - Europaische Treuhand AG,1.0,0.0,0.0
22839,Sombrero Productions,1.0,0.0,0.0
22840,Chessman Park Productions,1.0,12000000.0,12000000.0
22841,AEC,1.0,0.0,0.0
22842,Luther Davis Productions,1.0,0.0,0.0
22843,Poppoli Pictures,1.0,0.0,0.0
22844,H5,1.0,0.0,0.0
22845,Autour de Minuit Productions,1.0,0.0,0.0
22846,Little Minx Films,1.0,0.0,0.0
22847,Polygon Entertainment,1.0,11301649.0,11301649.0
22848,Doosabu Film,1.0,11301649.0,11301649.0
22849,Thinking Bee Productions,1.0,0.0,0.0
22850,Drama Deluxe,1.0,0.0,0.0
22851,The Jerry Gross Organization,1.0,0.0,0.0
22852,John Farrow Productions,1.0,0.0,0.0
22853,Ocean Avenue Productions,1.0,0.0,0.0
22854,4k Films,1.0,0.0,0.0
22855,The Pumpkin Factory,1.0,0.0,0.0
22856,Cusick International Films Inc.,1.0,0.0,0.0
22857,Five Ocean Films Ltd.,1.0,0.0,0.0
22858,Chill,1.0,0.0,0.0
22859,Brady Oil Entertainment,1.0,0.0,0.0
22860,Red Hour Productions,1.0,60780981.0,60780981.0
22861,The Who Films,1.0,0.0,0.0
22862,Malavita,1.0,36894225.0,36894225.0
22863,Entertainment Securities,1.0,0.0,0.0
22864,HitRecord Films,1.0,0.0,0.0
22865,Infinity Omnimedia,1.0,0.0,0.0
22866,The National Film and Video Foundation of SA,1.0,0.0,0.0
22867,Wonderful Works,1.0,0.0,0.0
22868,Liam Films,1.0,0.0,0.0
22869,Maroon Entertainment,1.0,5271666.0,5271666.0
22870,Glitter Productions,1.0,5271666.0,5271666.0
22871,RDF Media,1.0,0.0,0.0
22872,Giraldi-Suarez-DiGiaimo Productions,1.0,0.0,0.0
22873,Esme,1.0,0.0,0.0
22874,Golden Sun,1.0,0.0,0.0
22875,Bionic Boy Productions,1.0,0.0,0.0
22876,Access Motion Picture Group,1.0,0.0,0.0
22877,James Nasser Productions Inc.,1.0,0.0,0.0
22878,Mischief Films,1.0,0.0,0.0
22879,General Pictures,1.0,0.0,0.0
22880,Nides/McCormick Productions,1.0,40222729.0,40222729.0
22881,Munich Film Partners & Company (MFP) GHS Productions,1.0,40222729.0,40222729.0
22882,GHS Productions KG,1.0,40222729.0,40222729.0
22883,Next Turn Productions,1.0,0.0,0.0
22884,Quat'sous Films,1.0,10165694.0,10165694.0
22885,Troy Films,1.0,0.0,0.0
22886,Samaritan Entertainment,1.0,0.0,0.0
22887,Wilding Picture Productions,1.0,0.0,0.0
22888,Bell & Howell,1.0,0.0,0.0
22889,Second City,1.0,0.0,0.0
22890,Check the Gate Productions,1.0,0.0,0.0
22891,Indéfilms,1.0,12247.0,12247.0
22892,Adelphia Compagnia Cinematografica,1.0,0.0,0.0
22893,Bright Eye Pictures,1.0,0.0,0.0
22894,Grandon Productions Ltd.,1.0,0.0,0.0
22895,Anker Productions Inc.,1.0,0.0,0.0
22896,PolarStar Entertainment,1.0,0.0,0.0
22897,Polarstar Pictures,1.0,0.0,0.0
22898,National Geographic Television,1.0,0.0,0.0
22899,Maurice Devereaux Productions,1.0,0.0,0.0
22900,Burning Myth Productions,1.0,0.0,0.0
22901,Matter Media Studios,1.0,0.0,0.0
22902,Oudine Productions,1.0,43.0,43.0
22903,Static Prods.,1.0,0.0,0.0
22904,Quest Entertainment,1.0,0.0,0.0
22905,Leopard Drama,1.0,0.0,0.0
22906,Franton Production,1.0,5000000.0,5000000.0
22907,Raven West Films Ltd.,1.0,0.0,0.0
22908,Middle Reef,1.0,0.0,0.0
22909,SinCap Productions,1.0,0.0,0.0
22910,Amulet Pictures,1.0,0.0,0.0
22911,Grandon Productions,1.0,6000000.0,6000000.0
22912,Granox Productions,1.0,0.0,0.0
22913,Denjin Zaborger Film Partners,1.0,0.0,0.0
22914,Sushi Typhoon,1.0,0.0,0.0
22915,Ira Steiner Productions,1.0,0.0,0.0
22916,Avion Films,1.0,0.0,0.0
22917,"Bousis Film Company, The",1.0,0.0,0.0
22918,Queen Street Partners,1.0,0.0,0.0
22919,OmniaTV,1.0,0.0,0.0
22920,Unfollow Magazine,1.0,0.0,0.0
22921,Kind Hearts Entertainment,1.0,3639345.0,3639345.0
22922,24P Media Group,1.0,3639345.0,3639345.0
22923,Commercial Pictures,1.0,0.0,0.0
22924,Mjölk,1.0,0.0,0.0
22925,13 Ghosts Productions Canada Inc.,1.0,0.0,0.0
22926,Tiny Goat,1.0,0.0,0.0
22927,A Happy Place,1.0,0.0,0.0
22928,Hanauma Bay,1.0,0.0,0.0
22929,DIPPER FILMS,1.0,0.0,0.0
22930,lobos grande,1.0,0.0,0.0
22931,a la carte entertainment,1.0,0.0,0.0
22932,Flat Black Films,1.0,3176880.0,3176880.0
22933,Line Research,1.0,3176880.0,3176880.0
22934,Biscottificio Verona,1.0,8371085.0,8371085.0
22935,Pendrake Films,1.0,0.0,0.0
22936,Filmworks/FX,1.0,56825.0,56825.0
22937,Carros Pictures,1.0,0.0,0.0
22938,Post Empire Films,1.0,56825.0,56825.0
22939,Sodium Fox,1.0,56825.0,56825.0
22940,Focus Productions Inc.,1.0,0.0,0.0
22941,Leone Film (Roma),1.0,0.0,0.0
22942,Renkli,1.0,0.0,0.0
22943,Fine Lookin' Productions,1.0,0.0,0.0
22944,Infinite Justice Productions,1.0,0.0,0.0
22945,Andrew Wyly Film Company,1.0,0.0,0.0
22946,Diamond Girl Productions,1.0,0.0,0.0
22947,Sol's Luncheonette,1.0,0.0,0.0
22948,Rootbeer Films,1.0,0.0,0.0
22949,Keystone Studios,1.0,0.0,0.0
22950,Gallery Motion Pictures,1.0,0.0,0.0
22951,Grossbart Barnett Productions,1.0,0.0,0.0
22952,Creavidi,1.0,13500000.0,13500000.0
22953,Better Than,1.0,0.0,0.0
22954,Cinemate,1.0,0.0,0.0
22955,Tree Tree Tree Productions,1.0,0.0,0.0
22956,Mad Samurai Productions,1.0,0.0,0.0
22957,Zoomo Productions,1.0,0.0,0.0
22958,Stolen Film Productions,1.0,0.0,0.0
22959,Family Productions,1.0,0.0,0.0
22960,Best Medicine Productions,1.0,0.0,0.0
22961,Indelible Pictures,1.0,0.0,0.0
22962,Films Pacifica Inc.,1.0,0.0,0.0
22963,Boondock Films,1.0,0.0,0.0
22964,The Obsidian Collective,1.0,0.0,0.0
22965,Elevenmedia,1.0,0.0,0.0
22966,Headstrong,1.0,0.0,0.0
22967,Video Nasties,1.0,0.0,0.0
22968,Tape Productions Inc.,1.0,490475.0,490475.0
22969,Meercat Films,1.0,0.0,0.0
22970,O. Hannah Films,1.0,0.0,0.0
22971,Forefront Media Group,1.0,0.0,0.0
22972,Skyline Motion Picture Fund,1.0,0.0,0.0
22973,Picture Tree,1.0,0.0,0.0
22974,Tinpis,1.0,0.0,0.0
22975,AJBA Productions,1.0,0.0,0.0
22976,Skul Bilong Wokim Piksa,1.0,0.0,0.0
22977,Cheap and Dirty Productions Inc.,1.0,0.0,0.0
22978,All At Once,1.0,0.0,0.0
22979,Wonder works studios entertainment group,1.0,72700000.0,72700000.0
22980,New Vision Films,1.0,0.0,0.0
22981,IMS 6 LLP,1.0,0.0,0.0
22982,Made,1.0,0.0,0.0
22983,Punto B.S.R.L. Planificación y Medios,1.0,0.0,0.0
22984,Cinégraphic,1.0,0.0,0.0
22985,Mandarin Films S.A.,1.0,0.0,0.0
22986,Lynn Shelton,1.0,35022.0,35022.0
22987,Soyuzdetfilm,1.0,0.0,0.0
22988,Follow Through Productions,1.0,115922175.0,115922175.0
22989,Salamander Pictures,1.0,115922175.0,115922175.0
22990,Pam Williams Productions,1.0,115922175.0,115922175.0
22991,National Air and Space Museum,1.0,0.0,0.0
22992,In A World,1.0,2963902.0,2963902.0
22993,Team G,1.0,2963902.0,2963902.0
22994,More Films,1.0,2963902.0,2963902.0
22995,Medallion Films,1.0,0.0,0.0
22996,Code 7 Entertainment,1.0,0.0,0.0
22997,Rhodes Pictures,1.0,0.0,0.0
22998,Evolution Independent,1.0,1031243.0,1031243.0
22999,Wellborn,1.0,0.0,0.0
23000,Ladd Enterprises,1.0,0.0,0.0
23001,Sidekick Entertainment,1.0,0.0,0.0
23002,Firelight Films,1.0,0.0,0.0
23003,Avi Chai fund,1.0,1775316.0,1775316.0
23004,Total Film Group,1.0,0.0,0.0
23005,Sundance,1.0,1775316.0,1775316.0
23006,Babbo Inc.,1.0,20117339.0,20117339.0
23007,Immagine e Cinema,1.0,0.0,0.0
23008,Lotus Pictures,1.0,67631903.0,67631903.0
23009,Valentina Films,1.0,5496951.0,5496951.0
23010,Hallmark Hall of Fame,1.0,0.0,0.0
23011,CVD Studios,1.0,0.0,0.0
23012,Bloodstar Productions,1.0,0.0,0.0
23013,Maya Productions,1.0,0.0,0.0
23014,Mr. Smith Productions,1.0,90565421.0,90565421.0
23015,Dreamland,1.0,0.0,0.0
23016,Vincent Newman Entertainment,1.0,269994119.0,269994119.0
23017,Computer Chess,1.0,0.0,0.0
23018,Fundación Octubre,1.0,0.0,0.0
23019,Cetelci S.A.,1.0,0.0,0.0
23020,Fresco Films,1.0,0.0,0.0
23021,Random House Films,1.0,0.0,0.0
23022,Editorial Capayán,1.0,0.0,0.0
23023,Hemisphere Entertainment,1.0,0.0,0.0
23024,Dalian Wanda Group,1.0,2054941.0,2054941.0
23025,Patricio Tobal,1.0,0.0,0.0
23026,BBDO,1.0,0.0,0.0
23027,Verizon Communications,1.0,0.0,0.0
23028,Sprint Mobile TV,1.0,0.0,0.0
23029,Slap Happy Productions (II),1.0,269994119.0,269994119.0
23030,Five Star Institute,1.0,35931410.0,35931410.0
23031,Growing Pains,1.0,0.0,0.0
23032,Estudios Darwin,1.0,0.0,0.0
23033,Burning Bright Productions,1.0,0.0,0.0
23034,Juicy Planet Pictures,1.0,0.0,0.0
23035,Jamie and Jesse,1.0,0.0,0.0
23036,Riddick Canada Productions,1.0,98337295.0,98337295.0
23037,Manny O Productions,1.0,2063312.0,2063312.0
23038,Film 360,1.0,13785015.0,13785015.0
23039,E Stars Films,1.0,13785015.0,13785015.0
23040,Blue Films,1.0,0.0,0.0
23041,Pang Bros.,1.0,0.0,0.0
23042,Sandrew Film & Teater AB,1.0,0.0,0.0
23043,Eurozoom,1.0,0.0,0.0
23044,Coriander,1.0,0.0,0.0
23045,Afghan Luke Productions,1.0,0.0,0.0
23046,P & L,1.0,22000000.0,22000000.0
23047,Hachette-Fox Productions,1.0,0.0,0.0
23048,Doublesteen Productions,1.0,0.0,0.0
23049,David M. Goldstein Productions,1.0,0.0,0.0
23050,Institut Valenciã de Cinematografia (IVAC),1.0,180274123.0,180274123.0
23051,Mediaset España,1.0,180274123.0,180274123.0
23052,Pluperfect,1.0,12918858.0,12918858.0
23053,Generalitat Valenciana,1.0,180274123.0,180274123.0
23054,Tripod Entertainment,1.0,43061982.0,43061982.0
23055,Cine Lu.Ce.,1.0,0.0,0.0
23056,"Best Picture Show Company, The",1.0,33082548.0,33082548.0
23057,Winchester Films,1.0,33082548.0,33082548.0
23058,Inphenate,1.0,22930.0,22930.0
23059,2 Player Productions,1.0,0.0,0.0
23060,Like Mike Productions,1.0,0.0,0.0
23061,Ember Productions,1.0,14567.0,14567.0
23062,Wagons East N.V.,1.0,0.0,0.0
23063,Star Cinema,1.0,0.0,0.0
23064,WXS Productions,1.0,0.0,0.0
23065,Chinese Shadows,1.0,0.0,0.0
23066,Snee-Oosh Productions,1.0,0.0,0.0
23067,Soureh Cinema,1.0,0.0,0.0
23068,Olsen Levy,1.0,0.0,0.0
23069,Dreamher Productions,1.0,0.0,0.0
23070,"Lambrick Foundation, The",1.0,0.0,0.0
23071,Rumbalara Films,1.0,0.0,0.0
23072,Shiseido Co. Ltd.,1.0,0.0,0.0
23073,Paper Bark Films Pty. Ltd.,1.0,0.0,0.0
23074,Dirk Productions Ltd.,1.0,0.0,0.0
23075,Prerna Films,1.0,0.0,0.0
23076,NDE Productions,1.0,52322400.0,52322400.0
23077,Cine Films,1.0,0.0,0.0
23078,"Golden Tripod Film Co., Hong Kong",1.0,0.0,0.0
23079,I Lied About Everything Picture,1.0,0.0,0.0
23080,How To Productions,1.0,0.0,0.0
23081,Maíz Producciones,1.0,0.0,0.0
23082,La Banque postale Image,1.0,0.0,0.0
23083,"Last Rites of Joe May, The",1.0,0.0,0.0
23084,Steppenwolf Films,1.0,0.0,0.0
23085,Go Go Film Productions,1.0,0.0,0.0
23086,Highway Films,1.0,1434436.0,1434436.0
23087,Matthew Reese Films,1.0,0.0,0.0
23088,CinemaScópio,1.0,0.0,0.0
23089,Exposure,1.0,1328467.0,1328467.0
23090,ATG Productions,1.0,0.0,0.0
23091,Matthew Pritzker Films,1.0,0.0,0.0
23092,Woodland Pictures LLC,1.0,1434436.0,1434436.0
23093,Ministry of Propaganda Films,1.0,1434436.0,1434436.0
23094,Realitism,1.0,0.0,0.0
23095,Gratitude International,1.0,296655431.0,296655431.0
23096,National Geographic Society,1.0,35168966.0,35168966.0
23097,RGB Productions,1.0,0.0,0.0
23098,Erica Productions Inc.,1.0,0.0,0.0
23099,Alicia Produce S L,1.0,2628241.0,2628241.0
23100,Geiselgasteig Film,1.0,0.0,0.0
23101,Barnabe,1.0,0.0,0.0
23102,Mid-Atlantic Film,1.0,0.0,0.0
23103,Ares Production,1.0,0.0,0.0
23104,Enumerated Pictures,1.0,0.0,0.0
23105,Grey Matter Entertainment,1.0,0.0,0.0
23106,Ronald Shusett/Gary Goldman,1.0,358372926.0,358372926.0
23107,Euphoria Films Production,1.0,0.0,0.0
23108,Hombre Productions,1.0,12000000.0,12000000.0
23109,Desert Skye Entertainment,1.0,0.0,0.0
23110,Blue Seraph Productions,1.0,0.0,0.0
23111,Exponential Films,1.0,6294161.0,6294161.0
23112,Antarctica Productions,1.0,0.0,0.0
23113,MusicArtsDance Films,1.0,0.0,0.0
23114,Home Free,1.0,0.0,0.0
23115,Ciné,1.0,0.0,0.0
23116,Waken Productions,1.0,0.0,0.0
23117,Centro Português de Cinema (CPC),1.0,0.0,0.0
23118,Rita Filmes,1.0,0.0,0.0
23119,S.O.A.F. Productions,1.0,193000000.0,193000000.0
23120,Incognito Pictures,1.0,0.0,0.0
23121,Hollywood Sky Entertainment,1.0,0.0,0.0
23122,Releaseme Productions,1.0,0.0,0.0
23123,Antigone Cinéma,1.0,0.0,0.0
23124,Les Films de l'Etang,1.0,0.0,0.0
23125,Marilyn Monroe Productions,1.0,0.0,0.0
23126,Poe/films,1.0,0.0,0.0
23127,Marshville Productions,1.0,0.0,0.0
23128,TCYK North Productions,1.0,19633027.0,19633027.0
23129,2262730 Ontario,1.0,2521.0,2521.0
23130,Middle Child Films Inc.,1.0,2521.0,2521.0
23131,Fladen Film,1.0,0.0,0.0
23132,Swedish Television,1.0,0.0,0.0
23133,Last Waltz Inc.,1.0,321952.0,321952.0
23134,Zazen Producciones,1.0,0.0,0.0
23135,FM Productions,1.0,321952.0,321952.0
23136,Excalibur Films,1.0,0.0,0.0
23137,RDT Productions,1.0,0.0,0.0
23138,Trumbull/Gruskoff Productions,1.0,0.0,0.0
23139,Grindfest,1.0,0.0,0.0
23140,Mandeville,1.0,0.0,0.0
23141,Sheldon Reynolds Productions,1.0,0.0,0.0
23142,Singing Trees Entertainment,1.0,0.0,0.0
23143,C. Scott Films,1.0,0.0,0.0
23144,Little Gaddesden Productions,1.0,18144030.0,18144030.0
23145,Deaf International,1.0,0.0,0.0
23146,UPP,1.0,0.0,0.0
23147,La Zanfoña Producciones,1.0,0.0,0.0
23148,Producciones de la 5ta Avenida,1.0,0.0,0.0
23149,Imax Film Entertainment,1.0,7732325.0,7732325.0
23150,Martin Mooney Productions,1.0,0.0,0.0
23151,Roddenberry Entertainment,1.0,0.0,0.0
23152,AireCine,1.0,0.0,0.0
23153,Gaylord Productions,1.0,0.0,0.0
23154,Worldwide Media,1.0,0.0,0.0
23155,Charter Entertainment,1.0,0.0,0.0
23156,Mirror Cube Films,1.0,0.0,0.0
23157,Euro Média Télévision,1.0,0.0,0.0
23158,Globus-film,1.0,0.0,0.0
23159,Crombie Film,1.0,0.0,0.0
23160,Igloolik Isuma Productions Inc.,1.0,3786801.0,3786801.0
23161,Concrete Pictures,1.0,0.0,0.0
23162,RoC Works Co.,1.0,61700000.0,61700000.0
23163,P.A.C (Paris),1.0,0.0,0.0
23164,Chamdin & Stöhr Filmproduktion,1.0,0.0,0.0
23165,Media Farm,1.0,8138788.0,8138788.0
23166,Flea Market,1.0,0.0,0.0
23167,Grand March Movie Production Company Ltd.,1.0,0.0,0.0
23168,Snow Globe Productions,1.0,0.0,0.0
23169,King-Hitzig Productions,1.0,10626725.0,10626725.0
23170,"Accusatory Productions Inc.,",1.0,0.0,0.0
23171,DAL Arts,1.0,0.0,0.0
23172,Paradise F.X. Corp.,1.0,0.0,0.0
23173,Latitude Films,1.0,0.0,0.0
23174,Conseil Général de l'Indre,1.0,0.0,0.0
23175,Studio Images 5,1.0,0.0,0.0
23176,The Night Co.,1.0,0.0,0.0
23177,Lobster Enterprises,1.0,0.0,0.0
23178,Mark Films Ltd.,1.0,0.0,0.0
23179,Forrest Films,1.0,34411240.0,34411240.0
23180,BlinkWorks Media,1.0,0.0,0.0
23181,Sea Breeze Productions Inc.,1.0,22433915.0,22433915.0
23182,Ruff Nation Films,1.0,70569.0,70569.0
23183,The Stevens Company,1.0,0.0,0.0
23184,Ramcity Productions,1.0,0.0,0.0
23185,The Annenberg Public Policy Center of the University of Pennsylvania,1.0,0.0,0.0
23186,OXB Productions,1.0,0.0,0.0
23187,Troop 41 Productions,1.0,0.0,0.0
23188,BLC Films,1.0,0.0,0.0
23189,Woodpecker Films,1.0,0.0,0.0
23190,Filmyard Underwaterdeco,1.0,18902015.0,18902015.0
23191,Girls' Club Entertainment,1.0,0.0,0.0
23192,Cuomo Cole Productions,1.0,0.0,0.0
23193,DoRo Fiction Film,1.0,18902015.0,18902015.0
23194,Tim Johnson Productions,1.0,0.0,0.0
23195,Milagro Films,1.0,18902015.0,18902015.0
23196,Gam Films,1.0,0.0,0.0
23197,Rampage Entertainment Inc.,1.0,0.0,0.0
23198,Zack Films,1.0,0.0,0.0
23199,Betsy's Wedding,1.0,19740070.0,19740070.0
23200,NLT,1.0,0.0,0.0
23201,Guy DVD Films,1.0,0.0,0.0
23202,Alegria Productions,1.0,0.0,0.0
23203,Burnat Films,1.0,0.0,0.0
23204,Faction M,1.0,0.0,0.0
23205,Guy A. Danella Productions,1.0,0.0,0.0
23206,BXR Productions,1.0,0.0,0.0
23207,Cité-Films,1.0,0.0,0.0
23208,Rapsodie Production,1.0,0.0,0.0
23209,Media Development Authority (MDA),1.0,0.0,0.0
23210,Bait Productions,1.0,0.0,0.0
23211,Blackmagic Design Films,1.0,0.0,0.0
23212,Boundless Pictures,1.0,0.0,0.0
23213,Lemodeln Model & Talent Agency,1.0,5310554.0,5310554.0
23214,Martin Bregman Productions,1.0,19740070.0,19740070.0
23215,3rd Street Pictures,1.0,0.0,0.0
23216,Eloseppo,1.0,0.0,0.0
23217,Opening Night Productions,1.0,1562546.0,1562546.0
23218,Society Productions Inc.,1.0,0.0,0.0
23219,Oxybot,1.0,0.0,0.0
23220,Murnau-Flaherty Productions,1.0,0.0,0.0
23221,CCRE,1.0,0.0,0.0
23222,Zopix Company,1.0,0.0,0.0
23223,Blood Relations Co.,1.0,25000000.0,25000000.0
23224,Studio Three,1.0,0.0,0.0
23225,Rescued Media,1.0,0.0,0.0
23226,VTC,1.0,0.0,0.0
23227,UZ Productions,1.0,0.0,0.0
23228,NYRA Productions,1.0,0.0,0.0
23229,Badalucco Productions,1.0,0.0,0.0
23230,"Seafarers International Union, Atlantic & Gulf Coast District, American Federation of Labor",1.0,0.0,0.0
23231,Darknight Pictures,1.0,0.0,0.0
23232,RBB,1.0,0.0,0.0
23233,Topkapi Film,1.0,0.0,0.0
23234,Lung Cheung Company Limited,1.0,0.0,0.0
23235,HPG Production,1.0,0.0,0.0
23236,game productions,1.0,0.0,0.0
23237,Shutt/Jones Productions,1.0,51842679.0,51842679.0
23238,Amber Lamps,1.0,0.0,0.0
23239,Mirrorball Films,1.0,0.0,0.0
23240,Telvan Productions,1.0,0.0,0.0
23241,Digital Diva Films Canada,1.0,0.0,0.0
23242,Cheung Ming Film,1.0,0.0,0.0
23243,Cab Producciones,1.0,0.0,0.0
23244,El Mall,1.0,0.0,0.0
23245,Kaos Cinematografica,1.0,0.0,0.0
23246,alain poire,1.0,0.0,0.0
23247,Kwan's Creation Workshop,1.0,0.0,0.0
23248,Yongning Creation Workshop,1.0,0.0,0.0
23249,William Keighley Productions,1.0,0.0,0.0
23250,Sharmshir,1.0,0.0,0.0
23251,Payam Films,1.0,0.0,0.0
23252,Flan de Coco Films,1.0,16856124.0,16856124.0
23253,Hungry Eye Lowland Pictures B.V.,1.0,16856124.0,16856124.0
23254,Industrie Cinematografiche Italiane,1.0,0.0,0.0
23255,Hallmark,1.0,0.0,0.0
23256,Variance Films,1.0,108348.0,108348.0
23257,3210 Films,1.0,0.0,0.0
23258,United Enterprise (H.K.) Corp.,1.0,0.0,0.0
23259,Toei Central Films,1.0,0.0,0.0
23260,Faro Film (II),1.0,0.0,0.0
23261,Mascaret Films,1.0,0.0,0.0
23262,Lester Cooper Productions,1.0,0.0,0.0
23263,Pietrzak Filmways,1.0,0.0,0.0
23264,A.N.P.A. (Agence Nationale de Promotion de l'Audiovisuel),1.0,0.0,0.0
23265,Pandora,1.0,0.0,0.0
23266,Fondation Gaz de France,1.0,0.0,0.0
23267,Sogécinéma,1.0,0.0,0.0
23268,Caroline Films,1.0,0.0,0.0
23269,Nomadis Image,1.0,0.0,0.0
23270,Keel Films,1.0,0.0,0.0
23271,Without a Box,1.0,0.0,0.0
23272,Medient Studios,1.0,0.0,0.0
23273,Big Yellow Films,1.0,0.0,0.0
23274,Liger Films,1.0,0.0,0.0
23275,Spectral Alchemy,1.0,0.0,0.0
23276,Serious Dan,1.0,0.0,0.0
23277,Buzz Kill,1.0,0.0,0.0
23278,Microsoft Studios,1.0,0.0,0.0
23279,Laskey Productions,1.0,0.0,0.0
23280,Puzzlebox Films,1.0,0.0,0.0
23281,Kurtti-Pellerin,1.0,0.0,0.0
23282,Paradigm Pictures,1.0,0.0,0.0
23283,Thomson Productions,1.0,0.0,0.0
23284,Niccol Films,1.0,19576023.0,19576023.0
23285,Al!ve AG,1.0,0.0,0.0
23286,Line by Line Productions,1.0,0.0,0.0
23287,Synthetic Pictures,1.0,0.0,0.0
23288,SBS TV,1.0,0.0,0.0
23289,Stampede Films,1.0,0.0,0.0
23290,Noir Blanc Films,1.0,0.0,0.0
